Data;CPF_CNPJ;Nome_Cliente;Regiao;Produto;Quantidade;Valor_Unitario;Lucro_Total;;;;;;;
08/02/2025;921.845.980-54;Malynda Gabby;Nordeste;Tablet Lenovo;49;4887.44;239484.56;;;;;;;
08/04/2024;485.902.732-96;Davida Dowdeswell;Norte;Agua Mineral Schin;55;4567.66;251221.3;;;;;;;
20/06/2024;017.001.871-71;Orelle Pollack;Sul;Ventilador Britania;48;2195.4;105379.2;;;;;;;
14/04/2025;567.147.348-91;Dulcea Bessant;Norte;Chocolate Nestle;23;4202.2;96650.6;;;;;;;
29/09/2025;155.983.808-62;Sileas Casse;Sul;Ventilador Mueller;31;2806.36;86997.16;;;;;;;
28/08/2025;291.159.810-53;Calhoun Alesin;Sul;Maquina Lavar Brastemp;14;2413.38;33787.32;;;;;;;
26/04/2024;236.950.980-58;Errol Strutley;Centro-Oeste;Ventilador Britania;98;4770.73;467531.54;;;;;;;
23/10/2025;368.407.365-20;Yurik Barkus;Centro-Oeste;Refrigerante Fanta;77;4322.3;332817.1;;;;;;;
20/01/2024;063.544.536-08;Kelwin Killner;Norte;Cerveja Heineken;92;1318.47;121299.24;;;;;;;
22/03/2024;089.633.579-88;Ediva Kleis;Nordeste;Notebook Acer;84;2147.53;180392.52;;;;;;;
08/06/2025;829.030.244-48;Haydon Thirtle;Sul;Geladeira Electrolux;17;4542.64;77224.88;;;;;;;
29/07/2024;492.433.863-01;Vivie Belone;Sul;Refrigerante CocaCola;86;4792.66;412168.76;;;;;;;
13/12/2025;002.102.517-78;Wendie Hort;Nordeste;Chocolate Hersheys;56;1794.41;100486.96;;;;;;;
01/01/2024;951.417.440-27;Giacobo MacDougal;Sul;Fogao Brastemp;27;637.9;17223.3;;;;;;;
15/02/2024;400.987.056-79;Annaliese Dallewater;Sul;TV TCL;30;3917.3;117519.0;;;;;;;
30/10/2025;550.174.720-02;Anny Khidr;Norte;Fone Ouvido Philips;93;1182.32;109955.76;;;;;;;
06/04/2024;779.676.955-50;Kassi Duffill;Nordeste;Chocolate Garoto;27;3448.22;93101.94;;;;;;;
09/06/2025;611.527.380-38;Engracia Romushkin;Nordeste;Cerveja Antarctica;86;3035.02;261011.72;;;;;;;
01/05/2024;314.373.647-05;Zeke McBrearty;Sul;Maquina Lavar LG;76;3519.76;267501.76;;;;;;;
29/07/2025;340.047.889-00;Denice Spoure;Centro-Oeste;TV Samsung;18;1832.84;32991.12;;;;;;;
13/05/2025;896.668.059-36;Jordan Esbrook;Sudeste;Ar Condicionado LG;70;4586.43;321050.1;;;;;;;
17/08/2024;157.460.029-09;Angel Judd;Norte;Maquina Lavar LG;50;4971.43;248571.5;;;;;;;
12/01/2025;054.174.331-79;Bert Feldfisher;Sul;Smartphone LG;19;1484.57;28206.83;;;;;;;
30/11/2024;825.850.877-60;Hersh Braidford;Sudeste;TV Philips;46;1037.79;47738.34;;;;;;;
16/02/2025;415.896.181-57;Bobbe Luno;Norte;Chocolate Lindt;45;3585.73;161357.85;;;;;;;
07/08/2025;263.188.242-35;Barr Mattke;Norte;Ar Condicionado Springer;55;3245.66;178511.3;;;;;;;
05/04/2025;770.219.963-65;Emelita Zavattari;Nordeste;Chocolate Hersheys;71;3060.75;217313.25;;;;;;;
02/12/2025;706.750.317-53;Annissa Dowdeswell;Sudeste;Fogao Consul;58;2822.33;163695.14;;;;;;;
04/11/2025;518.457.720-32;Birdie Qualtrough;Sudeste;Refrigerante Fanta;14;1374.53;19243.42;;;;;;;
12/09/2025;435.963.564-82;Albertina Trays;Nordeste;Chocolate Hersheys;7;3710.65;25974.55;;;;;;;
11/01/2024;478.244.380-31;Aymer Honywill;Centro-Oeste;Cerveja Stella Artois;8;3372.98;26983.84;;;;;;;
08/03/2024;035.274.914-81;Konstance Tourville;Norte;Chocolate Garoto;63;3252.73;204921.99;;;;;;;
29/01/2025;714.658.284-19;Donn Korf;Sudeste;Fone Ouvido JBL;51;902.37;46020.87;;;;;;;
09/04/2025;301.522.759-91;Letty Hawkswood;Nordeste;Maquina Lavar LG;21;2162.23;45406.83;;;;;;;
09/02/2025;355.604.758-66;Byram Salleir;Norte;Geladeira Brastemp;17;1930.3;32815.1;;;;;;;
30/07/2024;663.155.140-49;Shelbi Kondrachenko;Centro-Oeste;Fogao Electrolux;43;1356.63;58335.09;;;;;;;
03/06/2025;352.911.816-80;Brody Hutchason;Nordeste;Chocolate Hersheys;74;4074.32;301499.68;;;;;;;
11/07/2025;939.603.755-90;Phyllys Harrismith;Nordeste;Fone Ouvido Philips;3;1916.27;5748.81;;;;;;;
20/01/2024;878.103.046-07;Lurleen Tyre;Nordeste;Fone Ouvido JBL;88;4651.78;409356.64;;;;;;;
26/05/2024;277.867.505-17;Calypso Cattrell;Nordeste;Fogao Midea;65;4891.29;317933.85;;;;;;;
27/06/2024;332.810.853-00;Ashil Hovenden;Sudeste;Ventilador Arno;84;1682.41;141322.44;;;;;;;
03/06/2024;396.939.110-59;Noelani Deal;Norte;Refrigerante Fanta;14;4607.21;64500.94;;;;;;;
15/12/2024;291.537.496-18;Cortney Bynold;Sul;Geladeira Brastemp;34;4313.65;146664.1;;;;;;;
28/02/2025;995.494.497-42;Rolland Brierton;Norte;Refrigerante Guarana Antarctica;71;4439.98;315238.58;;;;;;;
02/03/2024;787.698.787-73;Lulita Wolfindale;Centro-Oeste;Cerveja Brahma;41;3668.65;150414.65;;;;;;;
22/10/2025;201.248.123-09;Obed Pakeman;Sudeste;Notebook Acer;98;2440.95;239213.1;;;;;;;
16/01/2024;417.444.103-05;Lyman Holleworth;Nordeste;Notebook Asus;64;1822.21;116621.44;;;;;;;
14/04/2025;340.654.785-02;Laney Blockwell;Nordeste;Cerveja Antarctica;2;2737.91;5475.82;;;;;;;
29/02/2024;410.254.144-62;Cacilie Hubbins;Centro-Oeste;Ar Condicionado Samsung;13;3827.63;49759.19;;;;;;;
30/06/2024;980.998.242-96;Corby Meakin;Sul;Ventilador Mondial;87;4371.0;380277.0;;;;;;;
01/05/2024;844.010.243-70;Jami Feitosa;Sul;Agua Mineral Schin;52;662.41;34445.32;;;;;;;
15/03/2024;661.496.925-07;Joye Machan;Centro-Oeste;Chocolate Hersheys;43;1006.37;43273.91;;;;;;;
13/05/2025;067.832.909-56;Cris Costan;Norte;Smartphone LG;89;3575.83;318248.87;;;;;;;
27/03/2025;416.639.671-48;Merell Mackstead;Sudeste;Refrigerante Sprite;75;4511.84;338388.0;;;;;;;
08/06/2024;124.416.983-89;Lianna Burl;Norte;Chocolate Garoto;9;2536.84;22831.56;;;;;;;
11/10/2024;651.409.932-79;Fionnula Eastway;Sudeste;Geladeira Electrolux;11;701.97;7721.67;;;;;;;
27/04/2025;550.437.009-47;Barb Finnimore;Sudeste;Maquina Lavar Brastemp;51;2940.58;149969.58;;;;;;;
21/02/2025;541.202.026-74;Betteanne Gatteridge;Norte;Geladeira Brastemp;50;4094.65;204732.5;;;;;;;
04/07/2025;693.632.141-09;Audrye Andriveau;Sudeste;Fone Ouvido Sony;12;3423.91;41086.92;;;;;;;
